"year","transect","position","species","phylum","group","common_name_division_bgr","invasive_gom","intertidal_gom","subtidal_gom","autotroph","erect_morphology_growth_form","foliose_morphology_growth_form","filamentous_morphology_growth_form","crustose_morphology_growth_form","globular_morphology_growth_form","leathery_external_morphology","branched_external_morphology","saccate_external_morphology","corticated_internal_anatomy","space_use_canopy_gom","space_use_subcanopy_gom","space_use_turf_gom","potential_asexual_reproduction","perennial_gom","epilithic_env_position","epibiotic_env_position_gom"
1987,7,"sheltered","Porphyra","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","yes","no","no","no","no","yes","no","no","no ","yes","no ","no","yes","yes","no"
1987,7,"sheltered","Saccharina latissima","Ochrophyta","Algae","Brown Algae","no","yes","yes","yes","yes","no","no","no","no","yes","yes","no","yes","yes","no ","no ","no","yes","yes","no"
1987,13,"exposed","Hildenbrandia rubra","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","no","no","no","yes","no","no","no","no","yes","no ","no ","no ","yes","yes","yes","yes"
1987,13,"exposed","Ceramium virgatum","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","yes","no","no","no","yes","no","no","no ","no ","yes","no","yes","yes","yes"
1987,13,"exposed","Fucus distichus","Ochrophyta","Algae","Brown Algae","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","yes","yes","yes","no ","no","yes","yes","no"
1987,13,"exposed","Mastocarpus stellatus","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","yes","no","no","yes","no","yes","no ","yes","no ","yes","yes","yes","no"
1987,13,"exposed","Ascophyllum nodosum","Ochrophyta","Algae","Brown Algae","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","yes","yes","no ","no ","no","yes","yes","no"
1987,13,"exposed","Chondrus crispus","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","no","no","no","yes","no","yes","no ","yes","no ","no","yes","yes","no"
1987,13,"exposed","Corallina officinalis","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","no","no","no","yes","no","yes","no ","yes","no ","yes","yes","yes","no"
1987,13,"exposed","Saccharina latissima","Ochrophyta","Algae","Brown Algae","no","yes","yes","yes","yes","no","no","no","no","yes","yes","no","yes","yes","no ","no ","no","yes","yes","no"
1987,13,"exposed","Porphyra","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","yes","no","no","no","no","yes","no","no","no ","yes","no ","no","yes","yes","no"
1987,13,"exposed","Ulva lactuca","Chlorophyta","Algae","Green Algae","no","yes","yes","yes","yes","yes","no","no","no","no","no","no","no","no ","yes","no ","yes","no","yes","yes"
1987,15,"exposed","Hildenbrandia rubra","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","no","no","no","yes","no","no","no","no","yes","no ","no ","no ","yes","yes","yes","yes"
1987,15,"exposed","Ceramium virgatum","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","yes","no","no","no","yes","no","no","no ","no ","yes","no","yes","yes","yes"
1987,15,"exposed","Mastocarpus stellatus","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","yes","no","no","yes","no","yes","no ","yes","no ","yes","yes","yes","no"
1987,15,"exposed","Chordaria flagelliformis","Ochrophyta","Algae","Brown Algae","no","yes","yes","yes","yes","no","no","no","no","no","yes","no","yes","no ","yes","no ","yes","yes","yes","no"
1987,15,"exposed","Alaria esculenta","Ochrophyta","Algae","Brown Algae","no","yes","yes","yes","yes","no","no","no","no","yes","no","no","yes","yes","no ","no ","no","yes","yes","no"
1987,15,"exposed","Chondrus crispus","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","no","no","no","yes","no","yes","no ","yes","no ","no","yes","yes","no"
1987,15,"exposed","Porphyra","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","yes","no","no","no","no","yes","no","no","no ","yes","no ","no","yes","yes","no"
1987,19,"exposed","Hildenbrandia rubra","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","no","no","no","yes","no","no","no","no","yes","no ","no ","no ","yes","yes","yes","yes"
1987,19,"exposed","Ascophyllum nodosum","Ochrophyta","Algae","Brown Algae","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","yes","yes","no ","no ","no","yes","yes","no"
1987,19,"exposed","Mastocarpus stellatus","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","yes","no","no","yes","no","yes","no ","yes","no ","yes","yes","yes","no"
1987,19,"exposed","Ceramium virgatum","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","yes","no","no","no","yes","no","no","no ","no ","yes","no","yes","yes","yes"
1987,19,"exposed","Chondrus crispus","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","no","no","no","yes","no","yes","no ","yes","no ","no","yes","yes","no"
1987,19,"exposed","Porphyra","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","yes","no","no","no","no","yes","no","no","no ","yes","no ","no","yes","yes","no"
1987,20,"exposed","Hildenbrandia rubra","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","no","no","no","yes","no","no","no","no","yes","no ","no ","no ","yes","yes","yes","yes"
1987,20,"exposed","Leathesia marina","Ochrophyta","Algae","Brown Algae","no","yes","yes","yes","yes","no","no","no","yes","no","no","yes","yes","no ","yes","no ","yes","no","yes","yes"
1987,20,"exposed","Mastocarpus stellatus","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","yes","no","no","yes","no","yes","no ","yes","no ","yes","yes","yes","no"
1987,20,"exposed","Spongomorpha aeruginosa","Chlorophyta","Algae","Green Algae","no","yes","yes","yes","yes","no","yes","no","no","no","yes","no","no","no ","no ","yes","yes","no","yes","yes"
1987,20,"exposed","Ulva lactuca","Chlorophyta","Algae","Green Algae","no","yes","yes","yes","yes","yes","no","no","no","no","no","no","no","no ","yes","no ","yes","no","yes","yes"
1987,20,"exposed","Bonnemaisonia hamifera","Rhodophyta","Algae","Red Algae","yes","yes","yes","yes","yes","no","yes","no","no","no","yes","no","yes","no ","no ","yes","yes","yes","yes","yes"
1987,20,"exposed","Alaria esculenta","Ochrophyta","Algae","Brown Algae","no","yes","yes","yes","yes","no","no","no","no","yes","no","no","yes","yes","no ","no ","no","yes","yes","no"
1987,20,"exposed","Chondrus crispus","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","no","no","no","yes","no","yes","no ","yes","no ","no","yes","yes","no"
1987,20,"exposed","Porphyra","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","yes","no","no","no","no","yes","no","no","no ","yes","no ","no","yes","yes","no"
1987,22,"exposed","Hildenbrandia rubra","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","no","no","no","yes","no","no","no","no","yes","no ","no ","no ","yes","yes","yes","yes"
1987,22,"exposed","Fucus distichus","Ochrophyta","Algae","Brown Algae","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","yes","yes","yes","no ","no","yes","yes","no"
1987,22,"exposed","Ahnfeltia plicata","Chlorophyta","Algae","Green Algae","no","yes","yes","yes","yes","no","no","no","no","no","yes","no","yes","no ","yes","no ","yes","yes","yes","no"
1987,22,"exposed","Chondrus crispus","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","no","no","no","yes","no","yes","no ","yes","no ","no","yes","yes","no"
1987,22,"exposed","Alaria esculenta","Ochrophyta","Algae","Brown Algae","no","yes","yes","yes","yes","no","no","no","no","yes","no","no","yes","yes","no ","no ","no","yes","yes","no"
1987,22,"exposed","Porphyra","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","yes","no","no","no","no","yes","no","no","no ","yes","no ","no","yes","yes","no"
1987,22,"exposed","Mastocarpus stellatus","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","yes","no","no","yes","no","yes","no ","yes","no ","yes","yes","yes","no"
1987,22,"exposed","Ulva lactuca","Chlorophyta","Algae","Green Algae","no","yes","yes","yes","yes","yes","no","no","no","no","no","no","no","no ","yes","no ","yes","no","yes","yes"
1987,22,"exposed","Saccharina latissima","Ochrophyta","Algae","Brown Algae","no","yes","yes","yes","yes","no","no","no","no","yes","yes","no","yes","yes","no ","no ","no","yes","yes","no"
1987,23,"exposed","Hildenbrandia rubra","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","no","no","no","yes","no","no","no","no","yes","no ","no ","no ","yes","yes","yes","yes"
1987,23,"exposed","Fucus distichus","Ochrophyta","Algae","Brown Algae","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","yes","yes","yes","no ","no","yes","yes","no"
1987,23,"exposed","Elachista fucicola","Ochrophyta","Algae","Brown Algae","no","yes","no","yes","yes","no","yes","no","no","no","no","no","no","no ","no ","yes","yes","yes","no","yes"
1987,23,"exposed","Porphyra","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","yes","no","no","no","no","yes","no","no","no ","yes","no ","no","yes","yes","no"
1987,23,"exposed","Ceramium virgatum","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","yes","no","no","no","yes","no","no","no ","no ","yes","no","yes","yes","yes"
1987,23,"exposed","Ulva lactuca","Chlorophyta","Algae","Green Algae","no","yes","yes","yes","yes","yes","no","no","no","no","no","no","no","no ","yes","no ","yes","no","yes","yes"
1987,23,"exposed","Mastocarpus stellatus","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","yes","no","no","yes","no","yes","no ","yes","no ","yes","yes","yes","no"
1987,23,"exposed","Chondrus crispus","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","no","no","no","yes","no","yes","no ","yes","no ","no","yes","yes","no"
1987,24,"exposed","Fucus distichus","Ochrophyta","Algae","Brown Algae","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","yes","yes","yes","no ","no","yes","yes","no"
1987,24,"exposed","Hildenbrandia rubra","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","no","no","no","yes","no","no","no","no","yes","no ","no ","no ","yes","yes","yes","yes"
1987,24,"exposed","Ascophyllum nodosum","Ochrophyta","Algae","Brown Algae","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","yes","yes","no ","no ","no","yes","yes","no"
1987,24,"exposed","Fucus vesiculosus","Ochrophyta","Algae","Brown Algae","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","yes","yes","yes","no ","no","yes","yes","no"
1987,24,"exposed","Mastocarpus stellatus","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","yes","no","no","yes","no","yes","no ","yes","no ","yes","yes","yes","no"
1987,24,"exposed","Ulva lactuca","Chlorophyta","Algae","Green Algae","no","yes","yes","yes","yes","yes","no","no","no","no","no","no","no","no ","yes","no ","yes","no","yes","yes"
1987,24,"exposed","Porphyra","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","yes","no","no","no","no","yes","no","no","no ","yes","no ","no","yes","yes","no"
1987,24,"exposed","Ulva intestinalis","Chlorophyta","Algae","Green Algae","no","yes","yes","yes","yes","yes","no","no","no","no","no","no","no","no ","yes","no ","yes","no","yes","yes"
1987,24,"exposed","Chondrus crispus","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","no","no","no","yes","no","yes","no ","yes","no ","no","yes","yes","no"
1987,24,"exposed","Corallina officinalis","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","no","no","no","yes","no","yes","no ","yes","no ","yes","yes","yes","no"
1987,26,"sheltered","Prasiola stipitata","Chlorophyta","Algae","Green Algae","no","yes","no","yes","yes","yes","no","no","no","no","no","no","no","no ","no ","yes","yes","yes","yes","no"
1987,26,"sheltered","Ascophyllum nodosum","Ochrophyta","Algae","Brown Algae","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","yes","yes","no ","no ","no","yes","yes","no"
1987,26,"sheltered","Fucus vesiculosus","Ochrophyta","Algae","Brown Algae","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","yes","yes","yes","no ","no","yes","yes","no"
1987,26,"sheltered","Hildenbrandia rubra","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","no","no","no","yes","no","no","no","no","yes","no ","no ","no ","yes","yes","yes","yes"
1987,26,"sheltered","Mastocarpus stellatus","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","yes","no","no","yes","no","yes","no ","yes","no ","yes","yes","yes","no"
1987,26,"sheltered","Chondrus crispus","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","no","no","no","yes","no","yes","no ","yes","no ","no","yes","yes","no"
1987,26,"sheltered","Fucus distichus","Ochrophyta","Algae","Brown Algae","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","yes","yes","yes","no ","no","yes","yes","no"
1987,28,"sheltered","Prasiola stipitata","Chlorophyta","Algae","Green Algae","no","yes","no","yes","yes","yes","no","no","no","no","no","no","no","no ","no ","yes","yes","yes","yes","no"
1987,28,"sheltered","Ascophyllum nodosum","Ochrophyta","Algae","Brown Algae","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","yes","yes","no ","no ","no","yes","yes","no"
1987,28,"sheltered","Mastocarpus stellatus","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","yes","no","no","yes","no","yes","no ","yes","no ","yes","yes","yes","no"
1987,28,"sheltered","Ulva lactuca","Chlorophyta","Algae","Green Algae","no","yes","yes","yes","yes","yes","no","no","no","no","no","no","no","no ","yes","no ","yes","no","yes","yes"
1987,28,"sheltered","Fucus distichus","Ochrophyta","Algae","Brown Algae","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","yes","yes","yes","no ","no","yes","yes","no"
1987,28,"sheltered","Fucus vesiculosus","Ochrophyta","Algae","Brown Algae","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","yes","yes","yes","no ","no","yes","yes","no"
1987,28,"sheltered","Corallina officinalis","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","no","no","no","yes","no","yes","no ","yes","no ","yes","yes","yes","no"
1987,28,"sheltered","Chondrus crispus","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","no","no","no","yes","no","yes","no ","yes","no ","no","yes","yes","no"
1987,28,"sheltered","Ulva intestinalis","Chlorophyta","Algae","Green Algae","no","yes","yes","yes","yes","yes","no","no","no","no","no","no","no","no ","yes","no ","yes","no","yes","yes"
1988,1,"sheltered","Ascophyllum nodosum","Ochrophyta","Algae","Brown Algae","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","yes","yes","no ","no ","no","yes","yes","no"
1988,1,"sheltered","Elachista fucicola","Ochrophyta","Algae","Brown Algae","no","yes","no","yes","yes","no","yes","no","no","no","no","no","no","no ","no ","yes","yes","yes","no","yes"
1988,1,"sheltered","Hildenbrandia rubra","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","no","no","no","yes","no","no","no","no","yes","no ","no ","no ","yes","yes","yes","yes"
1988,1,"sheltered","Polysiphonia","Rhodophyta","Algae","Red Algae","yes/no","yes","yes","yes","yes","no","yes","no","no","no","yes","no","no","no ","no ","yes","yes","yes","yes","yes"
1988,1,"sheltered","Chondrus crispus","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","no","no","no","yes","no","yes","no ","yes","no ","no","yes","yes","no"
1988,1,"sheltered","Codium fragile","Chlorophyta","Algae","Green Algae","yes","yes","yes","yes","yes","no","no","no","no","no","yes","no","yes","no ","yes","no ","yes","yes","yes","yes"
1988,1,"sheltered","Fucus vesiculosus","Ochrophyta","Algae","Brown Algae","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","yes","yes","yes","no ","no","yes","yes","no"
1988,1,"sheltered","Ulva intestinalis","Chlorophyta","Algae","Green Algae","no","yes","yes","yes","yes","yes","no","no","no","no","no","no","no","no ","yes","no ","yes","no","yes","yes"
1988,1,"sheltered","Ulva lactuca","Chlorophyta","Algae","Green Algae","no","yes","yes","yes","yes","yes","no","no","no","no","no","no","no","no ","yes","no ","yes","no","yes","yes"
1988,2,"sheltered","Prasiola stipitata","Chlorophyta","Algae","Green Algae","no","yes","no","yes","yes","yes","no","no","no","no","no","no","no","no ","no ","yes","yes","yes","yes","no"
1988,2,"sheltered","Hildenbrandia rubra","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","no","no","no","yes","no","no","no","no","yes","no ","no ","no ","yes","yes","yes","yes"
1988,2,"sheltered","Ascophyllum nodosum","Ochrophyta","Algae","Brown Algae","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","yes","yes","no ","no ","no","yes","yes","no"
1988,2,"sheltered","Chondrus crispus","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","no","no","no","yes","no","yes","no ","yes","no ","no","yes","yes","no"
1988,2,"sheltered","Fucus vesiculosus","Ochrophyta","Algae","Brown Algae","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","yes","yes","yes","no ","no","yes","yes","no"
1988,2,"sheltered","Mastocarpus stellatus","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","yes","no","no","yes","no","yes","no ","yes","no ","yes","yes","yes","no"
1988,2,"sheltered","Ceramium virgatum","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","yes","no","no","no","yes","no","no","no ","no ","yes","no","yes","yes","yes"
1988,2,"sheltered","Plumaria plumosa","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","no","no","no","yes","no","yes","no ","no ","yes","yes","yes","yes","yes"
1988,2,"sheltered","Ulva intestinalis","Chlorophyta","Algae","Green Algae","no","yes","yes","yes","yes","yes","no","no","no","no","no","no","no","no ","yes","no ","yes","no","yes","yes"
