Year,Transect,Position,Organism
1994,24,exposed,Fucus distichus
1994,24,exposed,Mastocarpus stellatus
1994,24,exposed,Mastocarpus stellatus
1994,24,exposed,Ascophyllum nodosum
1994,24,exposed,Ascophyllum nodosum
1994,24,exposed,Ulva lactuca
1994,24,exposed,Audouinella 
1994,24,exposed,Corallina 
1994,24,exposed,Fucus vesiculosus
1994,24,exposed,Mytilus edulis
1994,24,exposed,Cladophora
1994,24,exposed,Porphyra
1994,24,exposed,Chondrus crispus
1994,24,exposed,Chondrus crispus
1994,24,exposed,Ceramium virgatum
1994,24,exposed,Ceramium virgatum
1994,24,exposed,Codium fragile
1994,24,exposed,Leathesia marina
1994,24,exposed,Corallina officinalis
1994,26,sheltered,Arthopyrenia
1994,26,sheltered,Semibalanus balanoides
1994,26,sheltered,Ascophyllum nodosum
1994,26,sheltered,Ascophyllum nodosum
1994,26,sheltered,Fucus distichus
1994,26,sheltered,Hildenbrandia rubra
1994,26,sheltered,Verrucaria 
1994,26,sheltered,Corallina 
1994,26,sheltered,Chondrus crispus
1994,26,sheltered,Chondrus crispus
1994,26,sheltered,Fucus vesiculosus
1994,26,sheltered,Mastocarpus stellatus
1994,26,sheltered,Mastocarpus stellatus
1994,26,sheltered,Modiolus modiolus
1994,26,sheltered,Mytilus edulis
1994,26,sheltered,Mastocarpus stellatus
1994,26,sheltered,Clathromorphum circumscriptum
1994,26,sheltered,Porphyra
1994,26,sheltered,Chaetomorpha ligustica
1994,26,sheltered,Corallina officinalis
1994,26,sheltered,Codium fragile
1994,28,sheltered,Prasiola stipitata
1994,28,sheltered,Semibalanus balanoides
1994,28,sheltered,Ulva intestinalis
1994,28,sheltered,Ascophyllum nodosum
1994,28,sheltered,Fucus distichus
1994,28,sheltered,Fucus vesiculosus var. spiralis
1994,28,sheltered,Halichondria
1994,28,sheltered,Verrucaria 
1994,28,sheltered,Chondrus crispus
1994,28,sheltered,Chaetomorpha ligustica
1994,28,sheltered,Ulva lactuca
1994,28,sheltered,Mastocarpus stellatus
1994,28,sheltered,Corallina 
1994,28,sheltered,Mytilus edulis
1994,28,sheltered,Ceramium virgatum
1994,28,sheltered,Fucus vesiculosus
1994,28,sheltered,Modiolus modiolus
1994,28,sheltered,Leathesia marina
1994,28,sheltered,Corallina officinalis
1995,1,sheltered,Cyanobacteria
1995,1,sheltered,Verrucaria 
1995,1,sheltered,Prasiola stipitata
1995,1,sheltered,Arthopyrenia
1995,1,sheltered,Ascophyllum nodosum
1995,1,sheltered,Ascophyllum nodosum
1995,1,sheltered,Fucus 
1995,1,sheltered,Fucus vesiculosus var. spiralis
1995,1,sheltered,Hildenbrandia rubra
1995,1,sheltered,Semibalanus balanoides
1995,1,sheltered,Chaetomorpha ligustica
1995,1,sheltered,Elachista fucicola
1995,1,sheltered,Polysiphonia
1995,1,sheltered,Fucus vesiculosus
1995,1,sheltered,Fucus distichus
1995,1,sheltered,Porphyra
1995,1,sheltered,Chondrus crispus
1995,1,sheltered,Corallina 
1995,1,sheltered,Ulva lactuca
1995,1,sheltered,Cladophora
1995,1,sheltered,Ulva intestinalis
1995,1,sheltered,Mastocarpus stellatus
1995,1,sheltered,Mastocarpus stellatus
1995,1,sheltered,Chaetomorpha
1995,1,sheltered,Ralfsia 
1995,1,sheltered,Codium fragile
1995,1,sheltered,Chondrus crispus
1995,1,sheltered,Corallina officinalis
1995,2,sheltered,Arthopyrenia
1995,2,sheltered,Semibalanus balanoides
1995,2,sheltered,Ascophyllum nodosum
1995,2,sheltered,Fucus vesiculosus
1995,2,sheltered,Hildenbrandia rubra
1995,2,sheltered,Fucus 
1995,2,sheltered,Chondrus crispus
1995,2,sheltered,Verrucaria 
1995,2,sheltered,Mastocarpus stellatus
1995,2,sheltered,Ulva lactuca
1995,2,sheltered,Corallina 
1995,2,sheltered,Chaetomorpha ligustica
1995,2,sheltered,Chaetomorpha
1995,2,sheltered,Mastocarpus stellatus
1995,2,sheltered,Modiolus modiolus
1995,2,sheltered,Ceramium virgatum
1995,2,sheltered,Codium fragile
1995,2,sheltered,Corallina officinalis
1995,2,sheltered,Leathesia marina
1995,2,sheltered,Mytilus edulis
1995,2,sheltered,Porphyra
1995,5,sheltered,Arthopyrenia
1995,5,sheltered,Semibalanus balanoides
1995,5,sheltered,Hildenbrandia rubra
1995,5,sheltered,Fucus vesiculosus var. spiralis
1995,5,sheltered,Ascophyllum nodosum
1995,5,sheltered,Ascophyllum nodosum
1995,5,sheltered,Fucus 
1995,5,sheltered,Verrucaria 
1995,5,sheltered,Fucus 
1995,5,sheltered,Fucus distichus
1995,5,sheltered,Corallina 
1995,5,sheltered,Chondrus crispus
1995,5,sheltered,Mastocarpus stellatus
1995,5,sheltered,Mastocarpus stellatus
1995,5,sheltered,Modiolus modiolus
1995,5,sheltered,Chaetomorpha ligustica
1995,5,sheltered,Chondrus crispus
1995,5,sheltered,Corallina officinalis
1995,5,sheltered,Ceramium virgatum
1995,5,sheltered,Codium fragile
1995,5,sheltered,Leathesia marina
1995,5,sheltered,Ulva lactuca
1995,7,sheltered,Prasiola stipitata
1995,7,sheltered,Semibalanus balanoides
1995,7,sheltered,Arthopyrenia
1995,7,sheltered,Verrucaria 
1995,7,sheltered,Ascophyllum nodosum
1995,7,sheltered,Ascophyllum nodosum
1995,7,sheltered,Corallina 
1995,7,sheltered,Hildenbrandia rubra
1995,7,sheltered,Mytilus edulis
1995,7,sheltered,Polysiphonia
1995,7,sheltered,Fucus vesiculosus var. spiralis
1995,7,sheltered,Mastocarpus stellatus
1995,7,sheltered,Mastocarpus stellatus
1995,7,sheltered,Ulva lactuca
1995,7,sheltered,Fucus 
1995,7,sheltered,Fucus vesiculosus
1995,7,sheltered,Fucus distichus
1995,7,sheltered,Modiolus modiolus
1995,7,sheltered,Chondrus crispus
1995,7,sheltered,Chondrus crispus
1995,7,sheltered,Chaetomorpha ligustica
1995,7,sheltered,Porphyra
1995,7,sheltered,Ulva intestinalis
1995,7,sheltered,Codium fragile
1995,7,sheltered,Cryptosula pallasiana
1995,7,sheltered,Ceramium virgatum
1995,7,sheltered,Corallina officinalis
1995,7,sheltered,Leathesia marina
1995,8,sheltered,Cyanobacteria
1995,8,sheltered,Prasiola stipitata
1995,8,sheltered,Arthopyrenia
1995,8,sheltered,Verrucaria 
1995,8,sheltered,Fucus 
1995,8,sheltered,Fucus vesiculosus var. spiralis
1995,8,sheltered,Mytilus edulis
1995,8,sheltered,Semibalanus balanoides
1995,8,sheltered,Ascophyllum nodosum
1995,8,sheltered,Ascophyllum nodosum
1995,8,sheltered,Ceramium virgatum
1995,8,sheltered,Corallina 
1995,8,sheltered,Hildenbrandia rubra
1995,8,sheltered,Modiolus modiolus
1995,8,sheltered,Chondrus crispus
1995,8,sheltered,Polysiphonia
1995,8,sheltered,Chaetomorpha
1995,8,sheltered,Mastocarpus stellatus
1995,8,sheltered,Fucus distichus
1995,8,sheltered,Chondrus crispus
1995,8,sheltered,Corallina officinalis
1995,8,sheltered,Leathesia marina
1995,8,sheltered,Codium fragile
1995,13,exposed,Verrucaria 
1995,13,exposed,Arthopyrenia
1995,13,exposed,Cyanobacteria
1995,13,exposed,Fucus 
1995,13,exposed,Fucus vesiculosus var. spiralis
1995,13,exposed,Hildenbrandia rubra
1995,13,exposed,Mytilus edulis
1995,13,exposed,Semibalanus balanoides
1995,13,exposed,Ascophyllum nodosum
1995,13,exposed,Ascophyllum nodosum
1995,13,exposed,Elachista fucicola
1995,13,exposed,Mastocarpus stellatus
1995,13,exposed,Fucus distichus
1995,13,exposed,Mastocarpus stellatus
1995,13,exposed,Corallina 
1995,13,exposed,Polysiphonia
1995,13,exposed,Ceramium virgatum
1995,13,exposed,Chondrus crispus
1995,13,exposed,Chondrus crispus
1995,13,exposed,Halichondria
1995,13,exposed,Ulva lactuca
1995,15,exposed,Arthopyrenia
1995,15,exposed,Semibalanus balanoides
1995,15,exposed,Verrucaria 
1995,15,exposed,Hildenbrandia rubra
1995,15,exposed,Mytilus edulis
1995,15,exposed,Fucus 
1995,15,exposed,Fucus distichus
1995,15,exposed,Ulva lactuca
1995,15,exposed,Porphyra
1995,15,exposed,Ulva intestinalis
1995,15,exposed,Ceramium virgatum
1995,15,exposed,Ascophyllum nodosum
1995,15,exposed,Chondrus crispus
1995,15,exposed,Modiolus modiolus
1995,15,exposed,Chondrus crispus
1995,17,exposed,Cyanobacteria
1995,17,exposed,Verrucaria 
1995,17,exposed,Fucus 
1995,17,exposed,Semibalanus balanoides
1995,17,exposed,Hildenbrandia rubra
1995,17,exposed,Mastocarpus stellatus
1995,17,exposed,Ascophyllum nodosum
1995,17,exposed,Fucus vesiculosus
1995,17,exposed,Arthopyrenia
1995,17,exposed,Mytilus edulis
1995,17,exposed,Ralfsia 
1995,17,exposed,Corallina officinalis
1995,17,exposed,Chondrus crispus
1995,17,exposed,Fucus distichus
1995,19,exposed,Cyanobacteria
1995,19,exposed,Arthopyrenia
1995,19,exposed,Hildenbrandia rubra
1995,19,exposed,Semibalanus balanoides
1995,19,exposed,Ascophyllum nodosum
1995,19,exposed,Fucus 
1995,19,exposed,Fucus distichus
1995,19,exposed,Fucus vesiculosus var. spiralis
1995,19,exposed,Mastocarpus stellatus
1995,19,exposed,Mastocarpus stellatus
1995,19,exposed,Mytilus edulis
1995,19,exposed,Pylaiella littoralis
1995,19,exposed,Ulva lactuca
1995,19,exposed,Verrucaria 
1995,19,exposed,Ascophyllum nodosum
1995,19,exposed,Chondrus crispus
1995,19,exposed,Chondrus crispus
1995,19,exposed,Leathesia marina
1995,19,exposed,Porphyra
1995,19,exposed,Ceramium virgatum
1995,19,exposed,Corallina 
1995,19,exposed,Modiolus modiolus
1995,19,exposed,Chaetomorpha ligustica
1995,20,exposed,Hildenbrandia rubra
1995,20,exposed,Semibalanus balanoides
1995,20,exposed,Mytilus edulis
1995,20,exposed,Fucus distichus
1995,20,exposed,Chondrus crispus
1995,20,exposed,Mastocarpus stellatus
1995,20,exposed,Mastocarpus stellatus
1995,20,exposed,Porphyra
1995,22,exposed,Arthopyrenia
1995,22,exposed,Semibalanus balanoides
1995,22,exposed,Fucus vesiculosus var. spiralis
1995,22,exposed,Hildenbrandia rubra
1995,22,exposed,Mytilus edulis
1995,22,exposed,Verrucaria 
1995,22,exposed,Fucus distichus
1995,22,exposed,Porphyra
1995,22,exposed,Ulva lactuca
1995,22,exposed,Petalonia fascia
1995,22,exposed,Cladophora
1995,22,exposed,Mastocarpus stellatus
1995,22,exposed,Ceramium virgatum
1995,23,exposed,Arthopyrenia
1995,23,exposed,Verrucaria 
1995,23,exposed,Semibalanus balanoides
1995,23,exposed,Hildenbrandia rubra
1995,23,exposed,Mytilus edulis
1995,23,exposed,Ulva lactuca
1995,23,exposed,Fucus 
1995,23,exposed,Fucus distichus
1995,23,exposed,Ascophyllum nodosum
1995,23,exposed,Ceramium virgatum
1995,23,exposed,Nemalion helminthoides
1995,23,exposed,Ralfsia 
1995,23,exposed,Ascophyllum nodosum
1995,23,exposed,Corallina 
1995,23,exposed,Elachista fucicola
1995,23,exposed,Leathesia marina
1995,23,exposed,Mastocarpus stellatus
1995,23,exposed,Mastocarpus stellatus
1995,23,exposed,Modiolus modiolus
1995,23,exposed,Chondrus crispus
1995,23,exposed,Chondrus crispus
1995,23,exposed,Porphyra
1995,23,exposed,Ptilota serrata
1995,23,exposed,Corallina officinalis
1995,23,exposed,Mastocarpus stellatus
1995,24,exposed,Arthopyrenia
1995,24,exposed,Fucus vesiculosus
1995,24,exposed,Semibalanus balanoides
1995,24,exposed,Fucus vesiculosus var. spiralis
1995,24,exposed,Fucus distichus
1995,24,exposed,Hildenbrandia rubra
1995,24,exposed,Ascophyllum nodosum
1995,24,exposed,Chondrus crispus
1995,24,exposed,Corallina 
1995,24,exposed,Fucus 
1995,24,exposed,Ascophyllum nodosum
1995,24,exposed,Mytilus edulis
1995,24,exposed,Ulva lactuca
1995,24,exposed,Cladophora
1995,24,exposed,Mastocarpus stellatus
1995,24,exposed,Leathesia marina
1995,24,exposed,Ralfsia 
1995,24,exposed,Ceramium virgatum
1995,24,exposed,Codium fragile
1995,24,exposed,Corallina officinalis
1995,24,exposed,Modiolus modiolus
1995,26,sheltered,Arthopyrenia
1995,26,sheltered,Prasiola stipitata
1995,26,sheltered,Hildenbrandia rubra
1995,26,sheltered,Fucus vesiculosus var. spiralis
1995,26,sheltered,Ascophyllum nodosum
1995,26,sheltered,Corallina 
1995,26,sheltered,Mastocarpus stellatus
1995,26,sheltered,Mastocarpus stellatus
1995,26,sheltered,Verrucaria 
1995,26,sheltered,Modiolus modiolus
1995,26,sheltered,Ascophyllum nodosum
1995,26,sheltered,Fucus vesiculosus
1995,26,sheltered,Fucus 
1995,26,sheltered,Mastocarpus stellatus
1995,26,sheltered,Chondrus crispus
1995,26,sheltered,Fucus distichus
1995,26,sheltered,Leathesia marina
1995,26,sheltered,Ceramium virgatum
1995,26,sheltered,Chaetomorpha ligustica
1995,26,sheltered,Corallina officinalis
1995,26,sheltered,Fucus 
1995,26,sheltered,Mytilus edulis
1995,26,sheltered,Bonnemaisonia hamifera
1995,26,sheltered,Chaetomorpha
1995,26,sheltered,Hiatella arctica
1995,26,sheltered,Codium fragile
1995,28,sheltered,Prasiola stipitata
1995,28,sheltered,Semibalanus balanoides
1995,28,sheltered,Fucus vesiculosus var. spiralis
1995,28,sheltered,Ascophyllum nodosum
1995,28,sheltered,Chondrus crispus
1995,28,sheltered,Ulva lactuca
1995,28,sheltered,Corallina 
1995,28,sheltered,Metridium dianthus
1995,28,sheltered,Halichondria
1995,28,sheltered,Mastocarpus stellatus
1995,28,sheltered,Fucus vesiculosus
1995,28,sheltered,Mastocarpus stellatus
1995,28,sheltered,Mytilus edulis
1995,28,sheltered,Chondrus crispus
1995,28,sheltered,Leathesia marina
1995,28,sheltered,Corallina officinalis
1995,28,sheltered,Modiolus modiolus
1995,28,sheltered,Codium fragile
1995,28,sheltered,Chaetomorpha ligustica
1996,1,sheltered,Cyanobacteria
1996,1,sheltered,Verrucaria 
1996,1,sheltered,Arthopyrenia
1996,1,sheltered,Prasiola stipitata
1996,1,sheltered,Hildenbrandia rubra
1996,1,sheltered,Fucus 
1996,1,sheltered,Fucus vesiculosus var. spiralis
1996,1,sheltered,Ascophyllum nodosum
1996,1,sheltered,Ascophyllum nodosum
1996,1,sheltered,Corallina 
1996,1,sheltered,Semibalanus balanoides
1996,1,sheltered,Chordaria flagelliformis
1996,1,sheltered,Fucus vesiculosus
1996,1,sheltered,Chondrus crispus
1996,1,sheltered,Mastocarpus stellatus
1996,1,sheltered,Ralfsia 
1996,1,sheltered,Chondrus crispus
1996,1,sheltered,Codium fragile
1996,7,sheltered,Prasiola stipitata
1996,7,sheltered,Verrucaria 
1996,7,sheltered,Chaetomorpha
1996,7,sheltered,Fucus 
1996,7,sheltered,Semibalanus balanoides
1996,7,sheltered,Ascophyllum nodosum
1996,7,sheltered,Ascophyllum nodosum
1996,7,sheltered,Fucus vesiculosus var. spiralis
1996,7,sheltered,Hildenbrandia rubra
1996,7,sheltered,Mastocarpus stellatus
1996,7,sheltered,Mastocarpus stellatus
1996,7,sheltered,Chondrus crispus
1996,7,sheltered,Cladophora
1996,7,sheltered,Fucus distichus
1996,7,sheltered,Mytilus edulis
1996,7,sheltered,Metridium dianthus
1996,7,sheltered,Dynamena pumila
1996,7,sheltered,Fucus vesiculosus
1996,7,sheltered,Ralfsia 
1996,7,sheltered,Modiolus modiolus
1996,7,sheltered,Ulva lactuca
1996,7,sheltered,Fucus 
1996,7,sheltered,Polysiphonia
1996,7,sheltered,Chondrus crispus
1996,7,sheltered,Elachista fucicola
1996,7,sheltered,Leathesia marina
1996,7,sheltered,Mastocarpus stellatus
1996,7,sheltered,Chaetomorpha ligustica
1996,7,sheltered,Corallina 
1996,7,sheltered,Codium fragile
1996,15,exposed,Arthopyrenia
1996,15,exposed,Mytilus edulis
1996,15,exposed,Semibalanus balanoides
1996,15,exposed,Fucus 
1996,15,exposed,Verrucaria 
1996,15,exposed,Porphyra
1996,15,exposed,Fucus distichus
1996,15,exposed,Ceramium virgatum
1996,15,exposed,Ceramium virgatum
1996,15,exposed,Fucus vesiculosus
1996,15,exposed,Hildenbrandia rubra
1996,15,exposed,Mastocarpus stellatus
1996,15,exposed,Ulva lactuca
1996,15,exposed,Leathesia marina
1996,15,exposed,Mastocarpus stellatus
1996,15,exposed,Alaria esculenta
1996,15,exposed,Cladophora
1996,15,exposed,Fucus 
1996,20,exposed,Prasiola stipitata
1996,20,exposed,Arthopyrenia
1996,20,exposed,Hildenbrandia rubra
1996,20,exposed,Porphyra
1996,20,exposed,Semibalanus balanoides
1996,20,exposed,Fucus 
1996,20,exposed,Mytilus edulis
1996,20,exposed,Fucus 
1996,20,exposed,Ceramium virgatum
1996,20,exposed,Fucus distichus
1996,20,exposed,Mastocarpus stellatus
1996,20,exposed,Mastocarpus stellatus
1996,20,exposed,Modiolus modiolus
1996,20,exposed,Ceramium virgatum
1996,20,exposed,Chondrus crispus
1996,20,exposed,Chondrus crispus
1996,20,exposed,Chordaria flagelliformis
1996,20,exposed,Leathesia marina
1996,20,exposed,Ulva lactuca
1996,20,exposed,Alaria esculenta
1996,22,exposed,Arthopyrenia
1996,22,exposed,Semibalanus balanoides
1996,22,exposed,Hildenbrandia rubra
1996,22,exposed,Mytilus edulis
1996,22,exposed,Fucus distichus
1996,22,exposed,Fucus 
1996,22,exposed,Fucus 
1996,22,exposed,Mastocarpus stellatus
1996,22,exposed,Fucus vesiculosus var. spiralis
1996,22,exposed,Ceramium virgatum
1996,22,exposed,Ulva lactuca
1996,22,exposed,Cladophora
1996,22,exposed,Mastocarpus stellatus
1996,22,exposed,Alaria esculenta
1996,22,exposed,Alaria esculenta
1996,24,exposed,Arthopyrenia
1996,24,exposed,Semibalanus balanoides
1996,24,exposed,Fucus 
1996,24,exposed,Fucus vesiculosus var. spiralis
1996,24,exposed,Verrucaria 
1996,24,exposed,Hildenbrandia rubra
1996,24,exposed,Ascophyllum nodosum
1996,24,exposed,Ascophyllum nodosum
1996,24,exposed,Corallina 
1996,24,exposed,Fucus vesiculosus
1996,24,exposed,Mastocarpus stellatus
1996,24,exposed,Mastocarpus stellatus
1996,24,exposed,Chondrus crispus
1996,24,exposed,Chondrus crispus
1996,24,exposed,Mytilus edulis
1996,24,exposed,Fucus 
1996,24,exposed,Porphyra
1996,24,exposed,Ulva lactuca
1996,24,exposed,Fucus distichus
1996,24,exposed,Polysiphonia
1996,24,exposed,Ulva intestinalis
1996,24,exposed,Mastocarpus stellatus
1996,24,exposed,Ceramium virgatum
1996,24,exposed,Codium fragile
1996,24,exposed,Chaetomorpha ligustica
1996,24,exposed,Codium fragile
1996,24,exposed,Corallina officinalis
1996,24,exposed,Cryptosula pallasiana
1996,24,exposed,Schizoporella unicornis
1996,26,sheltered,Prasiola stipitata
1996,26,sheltered,Arthopyrenia
1996,26,sheltered,Semibalanus balanoides
1996,26,sheltered,Ascophyllum nodosum
1996,26,sheltered,Fucus vesiculosus
1996,26,sheltered,Hildenbrandia rubra
1996,26,sheltered,Verrucaria 
1996,26,sheltered,Ascophyllum nodosum
1996,26,sheltered,Mastocarpus stellatus
1996,26,sheltered,Mastocarpus stellatus
1996,26,sheltered,Fucus 
1996,26,sheltered,Fucus distichus
1996,26,sheltered,Corallina 
1996,26,sheltered,Chondrus crispus
1996,26,sheltered,Chondrus crispus
1996,26,sheltered,Mastocarpus stellatus
1996,26,sheltered,Chaetomorpha ligustica
1996,26,sheltered,Corallina officinalis
1997,5,sheltered,Arthopyrenia
1997,5,sheltered,Prasiola stipitata
1997,5,sheltered,Ascophyllum nodosum
1997,5,sheltered,Ascophyllum nodosum
1997,5,sheltered,Corallina 
1997,5,sheltered,Hildenbrandia rubra
1997,5,sheltered,Mastocarpus stellatus
1997,5,sheltered,Mastocarpus stellatus
1997,5,sheltered,Semibalanus balanoides
1997,5,sheltered,Verrucaria 
1997,5,sheltered,Fucus distichus
1997,5,sheltered,Metridium dianthus
1997,5,sheltered,Fucus vesiculosus var. spiralis
1997,5,sheltered,Chondrus crispus
1997,5,sheltered,Chondrus crispus
1997,5,sheltered,Corallina officinalis
1997,5,sheltered,Chaetomorpha ligustica
1997,15,exposed,Arthopyrenia
1997,15,exposed,Semibalanus balanoides
1997,15,exposed,Mytilus edulis
1997,15,exposed,Hildenbrandia rubra
1997,15,exposed,Fucus 
1997,15,exposed,Fucus 
1997,15,exposed,Modiolus modiolus
1997,15,exposed,Ulva lactuca
1997,15,exposed,Dumontia contorta
1997,15,exposed,Verrucaria 
1997,15,exposed,Mastocarpus stellatus
1997,15,exposed,Mastocarpus stellatus
1997,15,exposed,Ascophyllum nodosum
1997,15,exposed,Ascophyllum nodosum
1997,15,exposed,Corallina officinalis
1997,15,exposed,Chondrus crispus
1997,15,exposed,Chondrus crispus
1997,15,exposed,Mastocarpus stellatus
1997,15,exposed,Scytosiphon lomentaria 
1997,15,exposed,Corallina 
1997,20,exposed,Arthopyrenia
1997,20,exposed,Porphyra
1997,20,exposed,Semibalanus balanoides
1997,20,exposed,Hildenbrandia rubra
1997,20,exposed,Mytilus edulis
1997,20,exposed,Fucus 
1997,20,exposed,Fucus 
1997,20,exposed,Ceramium virgatum
1997,20,exposed,Ceramium virgatum
1997,20,exposed,Mastocarpus stellatus
1997,20,exposed,Mastocarpus stellatus
1997,20,exposed,Chondrus crispus
1997,20,exposed,Chondrus crispus
1997,20,exposed,Ulva lactuca
1997,20,exposed,Alaria esculenta
1997,20,exposed,Alaria esculenta
1997,20,exposed,Bonnemaisonia hamifera
1997,22,exposed,Arthopyrenia
1997,22,exposed,Semibalanus balanoides
1997,22,exposed,Mytilus edulis
1997,22,exposed,Fucus 
1997,22,exposed,Porphyra
1997,22,exposed,Fucus distichus
1997,22,exposed,Hildenbrandia rubra
1997,22,exposed,Ceramium virgatum
1997,22,exposed,Modiolus modiolus
1997,22,exposed,Verrucaria 
1997,22,exposed,Mastocarpus stellatus
1997,22,exposed,Mastocarpus stellatus
1997,22,exposed,Ceramium virgatum
1997,22,exposed,Chondrus crispus
1997,22,exposed,Chondrus crispus
1997,22,exposed,Fucus 
1997,22,exposed,Ulva lactuca
1997,26,sheltered,Prasiola stipitata
1997,26,sheltered,Verrucaria 
1997,26,sheltered,Arthopyrenia
1997,26,sheltered,Fucus 
1997,26,sheltered,Ascophyllum nodosum
1997,26,sheltered,Ascophyllum nodosum
1997,26,sheltered,Hildenbrandia rubra
1997,26,sheltered,Semibalanus balanoides
1997,26,sheltered,Fucus vesiculosus var. spiralis
1997,26,sheltered,Mastocarpus stellatus
1997,26,sheltered,Corallina 
1997,26,sheltered,Mastocarpus stellatus
1997,26,sheltered,Modiolus modiolus
1997,26,sheltered,Cryptosula pallasiana
1997,26,sheltered,Fucus vesiculosus
1997,26,sheltered,Chondrus crispus
1997,26,sheltered,Chondrus crispus
1997,26,sheltered,Diadumene lineata
